Division,National Section ID,Section Number,National Subsection ID,Subsection Number,National Article Title,National Sentence Number,National Sentence Text
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group E, up to 2 Storeys, Sprinklered",es000518,"The building referred to in es000517 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, up to 4 Storeys, Sprinklered",es000519,"Except as permitted by Articles ea000314 to ea000316, a building classified as Group F, Division 1 shall conform to es000520 provided it is not more than 4 storeys in building height, and it has a building area not more than 9 000 m2 if 1 storey in building height, 4 500 m2 if 2 storeys in building height, 3 000 m2 if 3 storeys in building height, or 2 250 m2 if 4 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, up to 4 Storeys, Sprinklered",es000520,"Except as permitted by ea000266, the building referred to in es000519 shall be of noncombustible construction, and except as permitted by Sentences es000398 and es000422, the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, up to 3 Storeys, Sprinklered",es000521,"A building classified as Group F, Division 1 is permitted to conform to es000522 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area not more than 3 600 m2 if 1 storey in building height, 1 800 m2 if 2 storeys in building height, or 1 200 m2 if 3 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, up to 3 Storeys, Sprinklered",es000522,"The building referred to in es000521 is permitted to be of heavy timber construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, up to 2 Storeys, Sprinklered",es000523,"A building classified as Group F, Division 1 is permitted to conform to es000524 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 2 400 m2 if 1 storey in building height, or 1 200 m2 if 2 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, up to 2 Storeys, Sprinklered",es000524,"The building referred to in es000523 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 1, One Storey",es000525,"A building classified as Group F, Division 1 is permitted to be of combustible construction or noncombustible construction used singly or in combination provided it is not more than 1 storey in building height, and it has a building area not more than 800 m2."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, Any Height, Any Area, Sprinklered",es000526,"Except as permitted by Articles ea000318 to ea000322, a building classified as Group F, Division 2 shall conform to es000527."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, Any Height, Any Area, Sprinklered",es000527,"Except as permitted by ea000266, the building referred to in es000526 shall be of noncombustible construction, and except as permitted by Sentences es000398 and es000422, the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 4 Storeys, Increased Area, Sprinklered",es000528,"A building classified as Group F, Division 2 is permitted to conform to es000529 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 18 000 m2 if 1 storey in building height, 9 000 m2 if 2 storeys in building height, 6 000 m2 if 3 storeys in building height, or 4 500 m2 if 4 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 4 Storeys, Increased Area, Sprinklered",es000529,"Except as permitted by ea000266, the building referred to in es000528 shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 3 Storeys",es000530,"A building classified as Group F, Division 2 is permitted to conform to es000531 provided it is not more than 3 storeys in building height, and it has a building area not more than the value in et000132"
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 3 Storeys",es000531,"The building referred to in es000530 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that in a building not more than 1 storey in building height, the fire-resistance rating is permitted to be waived provided that the roof assembly is constructed as a fire-retardant-treated wood roof system conforming to ea000241, loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction, and loadbearing walls, columns and arches supporting a fire separation shall have a fire-resistance rating not less than that required for the fire separation."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 4 Storeys, Sprinklered",es000532,"A building classified as Group F, Division 2 is permitted to conform to es000533 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 9 600 m2 if 1 storey in building height, 4 800 m2 if 2 storeys in building height, 3 200 m2 if 3 storeys in building height, or 2 400 m2 if 4 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 4 Storeys, Sprinklered",es000533,"The building referred to in es000532 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction, and loadbearing walls, columns and arches supporting a fire separation shall have a fire-resistance rating not less than that required for the fire separation."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 2 Storeys",es000534,"A building classified as Group F, Division 2 is permitted to conform to es000535 provided it is not more than 2 storeys in building height, and it has a building area not more than the value in et000133"
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 2 Storeys",es000535,"The building referred to in es000534 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 2 Storeys, Sprinklered",es000536,"A building classified as Group F, Division 2 is permitted to conform to es000537 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 4 500 m2 if 1 storey in building height, or 1 800 m2 if 2 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 2, up to 2 Storeys, Sprinklered",es000537,"The building referred to in es000536 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, Any Height, Any Area, Sprinklered",es000538,"Except as permitted by Articles ea000324 to ea000333, a building classified as Group F, Division 3 shall conform to es000539."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, Any Height, Any Area, Sprinklered",es000539,"Except as permitted by ea000266, the building referred to in es000538 shall be of noncombustible construction, and except as permitted by Sentences es000398 and es000422, the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, except that floor assemblies are permitted to be fire separations with a fire-resistance rating not less than 1 h in a storage garage with all storeys constructed as open-air storeys, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 6 Storeys",es000540,"A building classified as Group F, Division 3 is permitted to conform to es000541, provided it is not more than 6 storeys in building height, and it has a building area not more than the value in et000134"
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 6 Storeys",es000541,"The building referred to in es000540 shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 6 Storeys, Sprinklered",es000542,"A building classified as Group F, Division 3 is permitted to conform to es000543, provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 6 Storeys, Sprinklered",es000543,"Except as permitted by ea000266, the building referred to in es000542 shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 4 Storeys",es000544,"A building classified as Group F, Division 3 is permitted to conform to es000545 provided it is not more than 4 storeys in building height, and it has a building area not more than the value in et000135"
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 4 Storeys",es000545,"The building referred to in es000544 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that in a building not more than 1 storey in building height, the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant-treated wood roof system conforming to ea000241, and the building area is not more than 2 400 m2 if facing one street, 3 000 m2 if facing 2 streets, or 3 600 m2 if facing 3 streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 4 Storeys, Sprinklered",es000546,"A building classified as Group F, Division 3 is permitted to conform to es000547 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 14 400 m2 if 1 storey in building height, 7 200 m2 if 2 storeys in building height, 4 800 m2 if 3 storeys in building height, or 3 600 m2 if 4 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 4 Storeys, Sprinklered",es000547,"The building referred to in es000546 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 2 Storeys",es000548,"A building classified as Group F, Division 3 is permitted to conform to es000549 provided it is not more than 2 storeys in building height, and it has a building area not more than the value in et000136"
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 2 Storeys",es000549,"The building referred to in es000548 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 2 Storeys, Sprinklered",es000550,"A building classified as Group F, Division 3 is permitted to conform to es000551 provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 7 200 m2 if 1 storey in building height, or 2 400 m2 if 2 storeys in building height."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, up to 2 Storeys, Sprinklered",es000551,"The building referred to in es000550 is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, One Storey",es000552,"A building classified as Group F, Division 3 is permitted to be of heavy timber construction or noncombustible construction used singly or in combination provided it is not more than 1 storey in building height, and it has a building area not more than 5 600 m2 if facing one street, 7 000 m2 if facing 2 streets, or 8 400 m2 if facing 3 streets."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, One Storey, Sprinklered",es000553,"A building classified as Group F, Division 3 is permitted to be of heavy timber construction or noncombustible construction used singly or in combination provided except as permitted by Sentences es000398 and es000422, the building is sprinklered throughout, it is not more than 1 storey in building height, and it has a building area not more than 16 800 m2."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, One Storey, Any Area, Low Fire Load Occupancy",es000554,"A building classified as Group F, Division 3 is permitted to conform to es000555 provided it is not more than 1 storey in building height, used solely for low fire load occupancies such as power generating plants, or plants for the manufacture or storage of noncombustible materials, and not limited in building area."
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, One Storey, Any Area, Low Fire Load Occupancy",es000555,The building referred to in es000554 shall be of noncombustible construction.
B,ep001023.2,3.2,ep001023.2.2,3.2.2,"Group F, Division 3, Storage Garages up to 22 m High",es000556,"A building used as a storage garage with all storeys constructed as open-air storeys and having no other occupancy above it is permitted to have its floor, wall, ceiling and roof assemblies constructed without a fire-resistance rating provided it is of noncombustible construction, not more than 22 m high, measured between grade and the ceiling level of the top storey, not more than 10 000 m2 in building area, and designed so that every portion of each floor area is within 60 m of an exterior wall opening."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000557,"Except as permitted by Articles ea000342 to ea004483, the area of unprotected openings in an exposing building face for the applicable limiting distance shall be not more than the value determined in accordance with et000137 or et000138 for an exposing building face conforming to ea004479 of a building or fire compartment which is not sprinklered, or et000139 or et000140 for an exposing building face conforming to ea004479 of a sprinklered fire compartment that is part of a building which is sprinklered in conformance with ep001023.2 (See en000017.) (See also ea000184)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000558,"The area of the unprotected openings in an exposing building face shall be the aggregate area of unprotected openings expressed as a percentage of the area of the exposing building face in et000137, et000138, et000139 or et000140. (See es007638.)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000559,"For the purpose of determining the type of construction and cladding and the fire-resistance rating of an exterior wall, the exposing building face shall be taken as the projection of the exterior wall onto a vertical plane located so that no portion of the exterior wall of the building or of a fire compartment, if the fire compartment complies with the requirements of ea004479, is between the vertical plane and the line to which the limiting distance is measured, and the area of unprotected openings shall be determined from et000137, et000138, et000139 or et000140."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000560,"For the purpose of determining the actual percentage of unprotected openings permitted in an exterior wall, the location of the exposing building face is permitted to be taken at a vertical plane located so that there are no unprotected openings between the vertical plane and the line to which the limiting distance is measured. (See en000045.)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es016134,"Except for buildings that are sprinklered, where the limiting distance is 2 m or less, individual unprotected openings in an exposing building face shall be no greater than the area stated in et001203, or where the limiting distance is equal to or greater than 1.2 m, the area calculated byArea=0.242×LD-1.22whereArea = area of the unprotected opening, and LD = limiting distance."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es016135,"The spacing between individual unprotected openings described in es016134 that serve a single room or space described in es016136 shall not be less than 2 m horizontally of another unprotected opening that is on the same exposing building face and serves the single room or space, or 2 m vertically of another unprotected opening that serves the single room or space, or another room or space on the same storey."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es016136,"For the purpose of es016135, “single room or space” shall mean two or more adjacent spaces having a full-height separating wall extending less than 1.5 m from the interior face of the exterior wall, or two or more stacked spaces that are on the same storey."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000561,"A limiting distance equal to half the actual limiting distance shall be used as input to Tables et000137 and et000138, where the time from receipt of notification of a fire by the fire department until the arrival of the first fire department vehicle at the building exceeds 10 min in 10% or more of all fire department calls to the building, and any storey in the building is not sprinklered. (See Notes en001537 and en001530)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000562,"If the surface temperature on the unexposed surface of a wall assembly exceeds the temperature limit of a standard fire test as permitted by ea000189, an allowance shall be made for the radiation from the hot unexposed wall surface by adding an equivalent area of unprotected opening to the area of actual openings as follows: AC=A+AF×FEOwhere AC = corrected area of unprotected openings including actual and equivalent openings, A = actual area of unprotected openings, AF = area of exterior surface of the exposing building face, exclusive of openings, on which the temperature limit of the standard test is exceeded, and FEO = an equivalent opening factor derived from the following expression:FEO=Tu+2734Te+2734Tu = average temperature in degrees Celsius of the unexposed wall surface at the time the required fire-resistance rating is reached under test conditions, Te = 892°C for a fire-resistance rating not less than 45 min, 927°C for a fire-resistance rating not less than 1 h, and 1 010°C for a fire-resistance rating not less than 2 h."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Limiting Distance and Area of Unprotected Openings,es000563,"Unless a closure used to protect an opening in an exposing building face has a protective performance equivalent to that required for the wall assembly in which it is located, an equivalent area of unprotected opening, determined in accordance with the procedures of es000562 shall be added to the greater of the actual area of unprotected openings, or the corrected area of unprotected openings."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Area of Exposing Building Face,es007638,"Except as permitted by Sentences es007639 and es000569, the area of an exposing building face shall be calculated as the total area of an exterior wall facing in one direction on any side of a building measured from the finished ground level to the uppermost ceiling."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Area of Exposing Building Face,es007639,"If a building is divided by fire separations into fire compartments, the area of exposing building face is permitted to be calculated for each fire compartment provided the fire separations have a fire-resistance rating not less than 45 min."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Area of Exposing Building Face,es000569,"In a building that is sprinklered throughout and contains an interconnected floor space, the area of the exposing building face for the interconnected floor space is permitted to be determined by considering each storey as a separate fire compartment notwithstanding openings through the floor assemblies."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Wall Enclosing Attic or Roof Space,es000570,"An exterior wall enclosing an attic or roof space and located above an exposing building face, shall be constructed in conformance with the requirements for the exposing building face."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Party Wall,es000571,A party wall shall be constructed as a firewall. (See en001538.)
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Wall with Limiting Distance Less Than 1.2 m,es000572,Openings in a wall that has a limiting distance less than 1.2 m shall be protected by closures whose fire-protection rating is in conformance with the fire-resistance rating required for the wall.
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Wall with Limiting Distance Less Than 1.2 m,es000573,Wired glass or glass block shall not be used for a closure referred to in es000572.
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Combustible Projections,es000574,"Except for a building containing one or two dwelling units only, combustible projections on the exterior of a wall that could expose an adjacent building to fire spread and are more than 1 m above ground level, including balconies, platforms, canopies and stairs, shall not be permitted within 1.2 m of a property line or the centre line of a public way, or 2.4 m of a combustible projection on another building on the same property."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Combustible Projections,es016137,"Except as provided in es005969, where the exposing building face has a limiting distance of not more than 0.45 m, projecting roof soffits shall not be constructed above the exposing building face. (See en001539.)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Combustible Projections,es016138,"Except as provided in es005969, where the exposing building face has a limiting distance of more than 0.45 m, the face of roof soffits shall not project to less than 0.45 m from the property line. (See en001539.)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Combustible Projections,es005969,"The face of a roof soffit is permitted to project to the property line, where it faces a public way. (See en000947.)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Combustible Projections,es016139,"Where roof soffits project to less than 1.2 m from the centre line of a public way, or from an imaginary line between two buildings or fire compartments on the same property, they shall have no openings, and be protected by not less than 0.38 mm thick sheet steel, unvented aluminum conforming to cgsb-93.2 not less than 12.7 mm thick gypsum soffit board or gypsum ceiling board installed according to csaa82.31 not less than 11 mm thick plywood, not less than 12.5 mm thick OSB or waferboard, or not less than 11 mm thick lumber."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Combustible Projections,es016140,"For buildings of combustible construction, materials installed to provide the required protection of soffits may be covered with a combustible or noncombustible finish material."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Construction of Exposing Building Face,es000575,"Except as provided in Sentences es000577 and es000578, and Articles ea000342 and ea000343, the fire-resistance rating, construction and cladding for exposing building faces of buildings or fire compartments of Group A, B, C, D or Group F, Division 3 occupancy classification shall comply with et001204"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Construction of Exposing Building Face,es000576,"Except as provided in Sentences es000577 and es000578 and ea000342, the fire-resistance rating, construction and cladding for exposing building faces of buildings or fire compartments of Group E or Group F, Division 1 or 2 occupancy classification shall comply with et001204"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Construction of Exposing Building Face,es000577,"Except as provided in Articles ea000022and ea003706, the requirement in et001204 for noncombustible cladding for buildings or fire compartments where the maximum permitted area of unprotected openings is more than 10% of the exposing building face is permitted to be waived for exterior wall assemblies that comply with ea004459 or ea000023"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Construction of Exposing Building Face,es000578,"Except as provided in Articles ea000022and ea003706, the requirement in et001204 for noncombustible cladding for buildings or fire compartments where the maximum permitted area of unprotected openings is more than 25% but not more than 50% of the exposing building face is permitted to be waived where the limiting distance is greater than 5 m, the building or fire compartment and all combustible attic and roof spaces are sprinklered throughout, the cladding conforms to Subsections ep001029.27.6, ep001029.27.7, ep001029.27.9, ep001029.27.10 or ep001029.27.11, is installed without furring members, or on furring not more than 25 mm thick, over gypsum sheathing at least 12.7 mm thick or over masonry, and after conditioning in conformance with astmd2898 has a flame-spread rating not greater than 25 on the exterior face when tested in accordance with es000341, the cladding conforms to ep001029.27.13, is installed with or without furring members over gypsum sheathing at least 12.7 mm thick or over masonry, has a flame-spread rating not greater than 25 when tested in accordance with es000342, and does not exceed 2 mm in thickness, exclusive of fasteners, joints and local reinforcements (see en000988), or the exterior wall assembly complies with ea004459 or ea000023"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Construction of Exposing Building Face,es007642,The construction requirements for the exposing building face stated in Sentences es000575 and es000576 shall be satisfied before increasing the unprotected opening area as permitted by es007645.
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Exterior Building Face,es007646,"Except as permitted by es007648 and in addition to the requirements of Sentences es000575 and es000576 and where the maximum permitted area of unprotected openings is greater than 10% of the exposing building face, foamed plastic insulation used in an exterior wall of a building more than 3 storeys in building height shall be protected on its exterior surface by concrete or masonry not less than 25 mm thick, or noncombustible material that complies with the criteria for testing and the conditions of acceptance stated in es007647 when tested in conformance with ulcs101."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Exterior Building Face,es007647,"The criteria for testing and the conditions of acceptance for a wall assembly to satisfy the requirements of es007646b are that the fire exposed area of the wall assembly shall be not less than9.3 m2 and have no dimension less than 2.75 m, the exposed surface shall include typical vertical and horizontal joints, the test shall be continued for not less than 15 min and the standard time/temperature curve of the referenced standard shall be followed, the noncombustible protective material must remain in place and no through openings should develop that are visible when viewed normal to the face of the material, and the noncombustible protective material should not disintegrate in a manner that would permit fire to propagate along the surface of the test assembly."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Exterior Building Face,es007648,The requirements of es007646 are waived for wall assemblies that comply with the requirements of ea004459 (See en000860.)
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Structural Members,es007643,"Structural members, including beams, columns and arches, that are placed wholly or partly outside the exterior face of a building and are less than 3 m from the property line or the centre line of a public thoroughfare shall be protected from exterior fire exposure by fire protection having a fire-resistance rating not less than that required for their protection from interior fire exposure, as stated in Articles ea000270 to ea000333, but not less than 1 h."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Structural Members,es007644,"Structural members of heavy timber construction, including beams, columns and arches, that are placed wholly or partly outside the exterior face of a building and are 3 m or more from the property line or the centre line of a public thoroughfare need not be covered with noncombustible cladding."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Unlimited Unprotected Openings,es000587,An exposing building face in a storage garage with all storeys constructed as open-air storeys is permitted to have unlimited unprotected openings provided it has a limiting distance not less than 3 m.
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Unlimited Unprotected Openings,es000588,The exposing building face of a storey that faces a street and is at the same level as the street is permitted to have unlimited unprotected openings if the limiting distance is not less than 9 m.
B,ep001023.2,3.2,ep001023.2.3,3.2.3,"Low Fire Load, One Storey Building",es000589,"An exposing building face of a building of low-hazard industrial occupancy conforming to ea000332 is permitted to be of noncombustible construction without a fire-resistance rating provided it is not a loadbearing wall, and the limiting distance is not less than 3 m."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Area Increase for Unprotected Openings,es007645,"Except as required by es007642, the maximum area of unprotected openings in any exposing building face of a building that is not sprinklered is permitted to be doubled if the openings are glazed with glass block conforming to the requirements of ea004467, or wired glass assemblies conforming to Article en000488 of Appendix D."
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Exit Facilities,es000591,"Except as required by es000593 and as permitted by es001079, if the plane of an exterior wall of an exit enclosure forms an angle less than 135° with the plane of an exterior wall of the building it serves, and an opening in the exterior wall of the exit enclosure could be exposed to fire from an opening in the exterior wall of the building, the opening in either the exterior wall of the exit or the exterior wall of the building shall be protected in conformance with the requirements of es000594 where the opening in the exterior wall of the building is within 3 m horizontally and less than 10 m below an opening in the exterior wall of the exit, or less than 2 m above an opening in the exterior wall of the exit. (See en000048.)"
B,ep001023.2,3.2,ep001023.2.3,3.2.3,Protection of Exit Facilities,es000592,"If an unenclosed exterior exit stair or ramp could be exposed to fire from an opening in the exterior wall of the building it serves, the opening in the exterior wall of the building shall be protected in conformance with the requirements of es000594 where the opening in the exterior wall of the building is within 3 m horizontally and less than 10 m below the exit stair or ramp, or less than 5 m above the exit stair or ramp."
